test1,test2
82834,26061
63674,97287
70894,41328
41455,94112
91661,89592
50590,10579
57967,72231
68379,104712
104840,112971
79717,104678
9092,34155
51706,51707
10650,16892
112186,82020
59268,66574
47530,42097
52340,52341
10491,83524
44180,40089
66158,34373
17973,18472
69834,80966
14674,8303
16140,50762
64809,32925
21576,86943
10639,4983
13884,72818
86894,73578
1481,10603
110053,8935
66226,91986
104693,104383
42751,42752
84704,88793
62378,63205
63369,75166
19554,100921
109347,13857
99997,50056
58296,58294
43326,20447
31869,97479
9284,17424
30772,12779
10268,75001
24656,93183
14908,21989
60892,107092
68357,86694
104801,74071
38893,40555
12779,106261
49455,5756
87884,97476
55045,22391
7325,46080
70790,62871
95611,61976
17977,89583
28866,55604
41822,38723
825,15704
675,64559
85176,80548
4725,102556
102979,55622
48598,107262
107916,35628
51289,51388
15772,7820
47530,31235
53181,46697
54975,78447
104388,42199
49365,11275
97690,22142
45130,72949
80510,39553
91304,49321
94269,91711
36589,29929
47277,47260
40098,98697
37581,10764
104589,86199
94159,28922
2824,23483
105689,97406
2829,99349
35091,81857
75722,18059
33978,76801
48927,104682
2,43116
14084,79397
107479,76737
30631,82834
61183,15037
109285,92639
78405,37618
55090,88902
1321,50779
51269,1686
46430,84443
76799,77575
23379,25241
111983,84071
83061,6729
107860,5403
73724,54795
55960,78437
26175,3912
75903,76777
86742,55899
102600,108974
59419,106054
6660,72206
2124,103399
91474,102556
63402,63403
58040,89883
74300,69490
102379,42040
47943,45304
63512,63919
106442,11916
16211,79823
3519,6795
6407,67546
67618,112838
83113,100061
37731,103769
16590,97168
109291,36532
99281,41830
47742,47744
16634,97744
102030,13065
75522,15287
72082,99032
62979,82258
89509,35704
66661,34866
77585,76928
46935,10224
41992,78505
16970,25445
84816,1372
66506,22461
75436,39414
18624,110615
7862,39381
100522,111553
69319,1122
111734,30696
6624,56196
28288,20276
88574,112779
27235,70023
1277,16928
16423,57996
34119,29018
86066,22486
1753,38518
23194,21152
55721,91480
92200,70849
73559,70076
83678,33386
35837,94180
27618,37984
87212,67930
107291,109734
16970,19530
40790,67536
43013,40627
46429,46470
76013,63297
1532,46430
35959,108882
18193,74713
17734,84606
81456,41156
37619,60655
72825,33396
51537,68038
77248,16927
49020,21705
67359,94329
9972,2518
105106,8337
103343,86320
40266,40267
96653,32100
14595,3240
68282,64647
17426,102033
37171,20691
98937,65148
63937,62654
65975,31648
39577,75977
13139,86667
16710,12213
59977,77798
67442,9646
71273,66827
12905,58601
57210,17860
25779,92656
90209,49141
55417,101878
18838,21072
108055,6717
66184,103390
111311,43547
11986,11686
83642,47742
79610,9671
44193,104677
71178,69462
78889,15754
49054,95724
29865,22027
12344,41735
46200,109196
106881,51594
20928,100818
2726,12707
91295,83724
36789,87314
55337,97235
36914,72342
37615,18929
35757,41968
47301,47305
93191,47132
61126,18375
79929,95177
38140,51997
95208,79364
42557,40963
32857,32853
45594,41452
37140,71886
53196,63255
18022,54013
100749,15971
42685,40546
95836,50287
21137,105395
24319,13517
52132,112803
107753,94266
14525,33478
77671,85830
1817,84399
40548,88118
54205,63448
57182,507
98891,73630
11240,41185
25025,98823
93473,54862
33745,59805
17920,71971
56125,106201
75448,69222
90028,110885
26018,92145
59786,59782
69287,66384
106791,54775
8660,15338
113396,101902
1449,28438
67922,67839
35962,43037
65090,32614
24877,12377
82559,43880
112358,41743
77103,99008
28858,37166
10102,106637
55588,54670
87432,60073
61655,95817
109248,78799
27631,54020
64004,63542
4421,10791
78490,63943
71231,96178
95806,7019
92288,97981
42577,56733
52746,108163
52502,42984
78035,33182
41893,39309
9921,20502
21624,35403
41621,39560
88017,28939
6731,5965
49338,45691
107577,38107
76169,41357
29700,103033
75056,46812
98424,27697
34776,42957
107428,36334
46233,42065
62841,52405
107111,9921
7511,7513
31326,91803
17964,83150
70680,51840
56633,35435
103411,84176
43341,43475
55077,33567
57630,62324
107789,59603
111174,104604
66579,66574
87442,38849
93565,54906
16995,101605
26894,48696
35479,35483
108060,18880
75212,49996
15979,80177
60752,111367
45013,83688
18059,73989
100304,33460
94629,49350
81750,16878
27915,3438
93313,33251
21749,21751
50711,50710
54582,54586
110825,28699
67396,72612
41914,38906
99050,6312
4698,35170
99705,74018
88448,14793
104377,78584
107569,112957
67215,35959
68729,75580
112192,96525
104329,83570
21422,48646
91045,33396
94784,90995
96825,61812
10959,80851
67987,31259
111326,98949
112008,71676
9638,66960
40210,40185
79987,67661
34984,34983
13282,84488
101805,16977
26439,93017
80730,29023
17561,101079
80430,2318
64557,105033
44507,108267
66086,45822
29078,111269
103343,37618
7391,91381
1415,62633
10835,60003
1876,23685
24804,22642
106523,90222
21888,21896
67212,98308
105175,91873
106580,92584
62078,74747
67757,32818
28927,22062
56416,76656
95492,9221
99841,20423
79115,22952
48900,92961
40394,28060
101541,68423
44657,21205
95567,95326
84317,33919
23031,75842
62632,49141
2695,5091
91190,85189
61921,48977
31737,110076
87467,23000
77211,26055
3163,3170
3017,72059
32093,104687
88491,35959
5160,49880
39728,2315
54887,10724
68518,68495
37138,50689
13779,74094
24976,46749
87979,103835
9015,44457
82788,78763
55909,29023
119,20968
112557,89947
39665,39666
18441,73151
977,3541
50387,26720
90508,63830
31529,88992
24932,100255
15952,4872
100113,37002
27074,108135
56746,98659
27653,28314
42223,42023
37669,67585
81306,43457
77411,88499
7572,111371
79600,95823
75643,72046
9279,78757
39586,91862
107513,87816
24090,14263
105970,52005
57224,57245
18274,95357
83745,11682
89394,88951
107579,19288
5592,82220
72155,22154
77557,92724
103837,40736
14791,49744
59283,108528
27970,84967
39272,36533
11013,82342
65514,19914
36681,41835
73371,67023
103406,52970
106033,53380
14569,43215
113369,25241
109763,13865
109645,14877
110520,45392
40281,90499
78177,103922
87492,109231
1237,29659
95692,98524
19583,10711
44482,77513
58592,36744
42434,22426
73988,56418
67467,19690
31629,69319
18271,76906
111360,56166
56604,56606
109952,87182
106440,13203
88381,95294
57943,1170
11560,10959
97623,36907
65658,65646
65267,110049
84024,107670
102994,47797
5057,42982
20588,70992
97322,50696
89939,47287
23315,31634
103861,108034
18375,85672
6370,92353
61031,61032
20487,28350
15491,73183
721,2108
103457,31534
75426,4053
22213,68809
42945,42669
92335,104785
51016,54873
104604,9728
95396,88900
96659,104851
1352,95188
7708,113411
56639,24761
108384,73516
74389,58762
3944,48026
62734,62393
63965,8830
66972,4117
108369,79293
110584,49654
35358,7862
10506,33636
76107,102241
29620,45496
92429,108887
107219,14102
97170,93773
84397,21691
37654,109969
99295,74242
97628,32060
29906,106351
88978,60937
105135,67720
79493,15104
24902,106341
33297,34037
50345,76662
44523,68329
1213,15025
38596,41717
91066,73339
36002,36003
4221,112958
84379,33208
101305,50334
30735,30736
36882,85185
73965,62766
17718,26816
92513,74736
86288,10259
33795,3782
5837,109164
60165,91271
97531,1970
56682,47643
112215,83707
106148,86684
92750,61476
44407,67923
26174,23381
68869,51892
72534,88340
9849,5842
83461,54877
1699,107657
16508,36327
82455,25669
23522,9985
54516,54517
42906,42898
85716,91148
108227,27019
109740,33764
79366,43165
75258,73516
83040,2103
73096,10883
86595,73135
68487,73256
41185,111483
64144,51430
8260,90149
97482,42687
101486,102065
3960,113024
61722,103013
57299,71890
95468,14319
58050,39312
83666,32522
70285,112945
90875,40703
93932,112733
11724,59486
58967,98012
72471,34517
83622,94209
70152,46124
24804,22642
48457,77619
1801,71064
51692,107954
79368,111704
104773,34821
66419,87577
93304,60221
63984,23034
25063,81580
27812,35809
77488,106518
14950,98418
34033,87783
52377,28950
13583,180
8110,61079
73521,24330
7947,60017
67342,103329
89257,110269
60912,53961
59790,12751
6579,30299
27329,99297
56622,46138
92835,35040
108516,17752
79940,99960
26835,26844
50312,54875
113339,73973
52174,2458
84107,28498
9867,74015
107931,34644
89795,83934
101211,4346
89138,80069
67733,103187
88303,28372
94333,96848
51789,51796
101055,30865
79397,104724
10900,94515
5970,2685
35247,33385
50005,50001
4771,107731
77818,37749
32682,71734
24039,6937
12700,12968
25797,107592
15482,105490
96094,98120
79550,58913
20690,103837
34302,87501
45848,51436
29167,71297
86317,55430
46130,70134
92338,91806
40812,47546
112396,43006
49471,54887
38201,110864
8481,8619
7087,70253
20033,86981
56255,111066
39402,15093
43148,43140
33198,10623
83561,15149
40687,28493
70137,23682
92028,1668
39994,52810
35159,84459
33923,97174
16360,16387
2994,102083
56174,29849
38163,20934
90077,90163
83821,6309
59250,15716
77048,99729
75021,95483
37640,60675
62839,23802
46735,46778
24270,27367
75544,110872
52597,105669
89310,99551
103463,82229
48511,4494
8126,56769
6094,40875
109879,61092
13699,26939
25703,27699
8001,70822
28117,69199
6836,111916
34818,11114
29635,75143
112304,67463
105234,40101
78240,107559
91923,74944
60867,1726
105689,89889
16928,54113
98459,13106
6908,67690
56983,53852
12190,12216
42132,103366
76055,40638
21739,99586
49717,106781
84412,11840
97654,103189
19815,88063
68776,9732
108762,79010
21516,74723
107349,47053
88086,95259
12363,46004
48439,19360
61712,61710
21072,94608
59899,104076
61494,110655
103589,81776
4108,76627
10152,72304
92937,59926
8621,8479
92003,48991
8694,29370
25100,44806
78996,70557
21124,107180
49067,99538
22377,113261
23314,7212
23461,63591
100972,89653
20417,62521
82939,106018
103447,78145
66836,66846
67518,95890
32688,96332
97243,22028
108348,4272
50779,80975
2631,9442
86870,75426
47713,47742
683,59628
10300,7476
73236,65221
38278,29116
82927,85856
54527,54514
44983,78064
91668,35959
26755,27250
73660,22117
108567,102614
21929,110413
56520,56535
103343,49713
4949,96571
75478,42636
94222,56979
5361,41909
79213,56332
71682,74688
40508,112056
96299,44520
29820,98325
53343,29657
92561,103205
29194,29197
58415,58416
80938,29361
25409,101190
1392,30857
51711,94056
90285,46155
101886,10291
106281,85564
66914,1756
78686,52926
8434,4477
103164,79895
96969,50342
103988,43970
54534,75166
52223,60738
3014,3021
110160,79881
66975,60360
64054,64055
54865,31827
17964,41543
109734,3414
92240,75028
34526,50727
72345,43701
21983,16644
87655,53565
1277,102654
36699,44044
48649,45044
3629,2975
87363,70089
453,20147
30560,107820
107280,101587
97056,10667
82622,10208
64010,94826
110448,19929
105749,49175
47785,85859
102426,97169
76801,71762
104129,81523
74841,34728
109601,90217
8119,15065
41185,111483
92559,33122
21393,75007
112933,72770
70039,46717
108211,92993
75177,78811
54049,69514
97079,103375
57491,2711
80151,59191
98913,14451
78286,50863
1633,34536
15855,72537
79566,63676
10487,38652
11340,103754
25271,45727
49800,9179
46711,92616
74977,36290
14376,28771
103446,10985
105286,46139
26569,3138
75160,86167
102565,105619
66149,30988
17987,11350
75668,4982
14647,42397
108825,46099
99999,52256
19758,59960
63059,86919
17047,17031
55903,31010
52494,72222
16928,91322
69490,56021
48008,15832
1774,19950
86387,90683
100069,44552
105953,113431
87507,36464
86672,105064
67376,24278
13739,6886
38326,42656
78354,64918
71074,14349
107428,63117
57818,90194
27099,83762
49248,101615
38705,62521
86246,92854
10294,60519
3507,2433
101330,37638
72158,566
65198,82197
102684,44648
27082,27087
22829,4117
8992,28538
27782,27774
29090,16215
86565,15188
94059,72767
2585,86898
98145,1108
50703,60046
73588,17068
94942,70940
13723,13738
74954,18343
8619,99456
99646,67758
108283,83228
26175,111067
28571,6567
59807,35849
25743,25758
55229,21838
79112,110244
40132,93249
98949,29023
33745,8160
71541,101866
341,38661
9479,92861
26018,26030
6065,69311
97224,45482
45986,17401
63893,75266
73888,47223
3292,62581
33950,57352
14397,44978
27083,21845
89729,64211
73287,32330
44996,41531
96525,84363
47609,81204
72762,33340
60565,108135
92800,74935
15424,60659
65205,41457
95491,34356
97684,39787
43282,113115
42027,7021
111326,33222
94906,67696
55962,36265
61800,45120
84866,96993
102537,108297
8657,76065
49313,96105
112545,94749
102565,76505
18820,97387
24656,95011
22118,8887
67952,30323
45620,1228
61053,65095
109015,25766
73696,87814
75590,20722
101567,107781
26546,51149
72668,59164
6114,38460
24401,90687
112155,84870
15842,49383
54230,31289
24835,33306
75671,55942
37678,87966
53615,77175
6778,98418
34558,111705
9338,81932
87980,69421
78381,78720
98968,104803
54488,59081
40025,95950
91028,94416
77686,58853
18908,92721
12101,72471
71145,17621
18323,43940
51568,51176
73737,88253
98420,30474
103837,40736
77822,45335
51339,9823
44430,44413
36816,68926
67134,47459
107280,51658
23515,58396
112715,36814
110882,28417
59980,71725
11466,6343
23768,111734
6506,83616
107101,22449
18222,23519
11724,84326
48425,48422
45576,90163
7890,107095
31978,3376
1202,81557
84865,21138
8752,61328
105054,13565
36919,82342
99472,86461
88448,1794
74115,972
92312,57755
49844,9571
37127,96404
3086,113186
48210,50977
58875,22885
10489,45872
34574,28648
71379,32504
57426,96316
80974,17444
19121,109050
15166,102888
106407,104496
35325,77438
78172,13790
9693,77050
73504,68582
36137,38211
35959,49355
100227,3609
33931,4593
93399,77246
113091,86944
107976,72428
8829,74372
99660,37611
97888,23224
6279,107079
52667,108901
111284,6528
11199,97062
66090,36203
32910,56884
13351,14291
82396,22925
61291,88284
25063,36981
98615,58504
29919,4688
3389,56360
48766,74222
20027,80801
69904,75141
26175,56843
39225,17732
60862,57182
52687,54063
37615,38457
42182,113173
20879,52697
67159,24272
68645,90641
81284,12396
7101,37138
20487,76656
71233,68943
6177,51273
55682,48561
13851,105584
89975,96019
108678,39643
11677,2589
14581,78107
22095,59337
72402,14064
94508,95520
72372,2922
54782,1034
7295,57216
81607,35735
91980,304
105841,22879
76678,42340
108520,5871
100754,100599
97570,43993
24266,11079
102056,111704
9828,76287
68160,95954
42125,36152
31704,27226
38348,69605
88000,9191
36895,4108
68626,26413
66092,46558
62564,103805
32460,65770
65258,93058
4276,85258
96729,59313
32009,10146
28380,53810
46961,24401
49314,80820
111971,67560
65487,100938
631,18993
96921,106314
107193,69384
99132,29614
109505,82007
13838,102771
111740,106666
54750,106432
47053,47044
8015,64559
110369,31696
5269,5261
2853,58159
42783,67931
4623,4626
107694,97251
287,24782
85500,104571
42859,42717
87864,104238
49816,80901
53171,22387
58221,69745
46061,8257
101763,35212
93357,81512
54897,47252
85930,76508
103911,102162
26174,3902
86488,27375
32,56266
20458,96665
65375,104076
76895,113504
85097,62519
52946,52948
17824,8400
106119,92068
25473,25474
44962,30558
33310,74926
73052,58112
93743,93871
95398,20649
50005,50001
36246,23973
53924,53859
94135,54885
84248,112824
50487,69773
4995,74968
25071,23099
69839,98960
2326,91379
34599,24403
58148,57715
69490,14896
2577,66917
10793,3704
31644,1045
101994,88857
51249,51255
44768,103892
33978,24075
69761,32247
59836,100868
90953,53126
92453,89414
19216,94999
78862,18294
70489,57619
89028,89188
80672,64259
109291,36532
67539,88754
96809,78847
30941,6092
66402,99719
32843,93129
25888,55485
94214,23754
96734,4356
107205,91591
22655,6034
98648,99324
95200,111861
92436,86100
2596,94107
25988,54550
94799,33962
88541,28321
67715,31367
26893,107551
66117,27919
80911,8404
683,66953
102231,79697
86924,99841
86928,52101
88967,71346
43368,96374
3486,50755
69257,110011
99705,67867
109866,3463
78602,17227
45323,87811
15881,57974
28844,91151
40891,8515
27082,99532
44677,8858
67401,67416
93971,3264
28717,91364
49533,92670
44038,59372
54061,54063
85585,108356
2989,2305
75653,75631
34783,31707
41306,38672
34776,46580
78938,32495
25319,89573
68638,59251
59616,91408
55682,65148
40006,45759
69065,27446
65219,23389
89121,76505
38811,54752
90530,59473
23156,60120
70076,73541
58342,37226
23061,9491
42466,76456
80473,53910
7030,7031
50437,50438
46285,81525
3414,73446
54197,109406
51136,12676
18253,541
92188,113448
20392,80422
112290,44842
80310,24006
99928,90061
44002,43542
36919,10825
36203,19524
96260,56580
92630,2826
23721,101484
1443,56028
76699,26526
53533,7496
81072,94785
65999,5529
75293,829
84377,84127
1699,91747
57390,68530
11216,110196
2358,108702
17273,45090
76400,45431
11563,8435
72008,22583
58415,80034
74940,97979
90392,105538
25126,7741
104354,22647
72076,55161
1006,9752
18393,24667
10471,73666
66730,20236
35837,94180
37984,89630
28396,58919
34399,31488
51473,95417
102832,39431
61072,34054
7929,92540
55424,17480
13528,31344
14121,101346
92866,100288
80128,97202
22243,97981
53346,44235
72839,92121
20281,24401
67084,78066
73694,100712
14942,7100
3694,3695
43443,97770
12936,7449
96704,35959
112092,26742
44175,112733
49767,64473
2891,95988
19268,15748
78938,79368
89107,17401
39160,93878
102087,87718
49878,101347
79892,100704
42661,101352
34652,81805
44061,110153
33500,46791
162,23289
87692,93521
68176,53308
39762,2682
7838,7802
80086,45528
41593,31367
82721,53746
95852,67886
59436,110143
110091,83106
107097,78578
87891,109291
4968,109157
42761,100751
45637,45638
29596,89648
35592,85178
104446,94031
18836,100394
38486,87715
11028,12565
96959,105986
40661,36442
17580,92800
105311,101998
57307,10486
65343,73205
105129,101451
19561,9194
53671,53669
23290,77786
98982,16602
1774,47360
79925,61226
34986,37852
25098,99569
97172,37880
70009,108036
27530,42849
53384,56602
50057,25938
51584,51594
18857,96975
7269,93597
35139,69925
36115,106011
38300,87996
66696,85041
97202,82020
37861,2996
99871,108255
112661,40995
82089,73955
92675,103988
1173,1242
110128,90376
40949,88433
87331,96110
47270,51108
2985,7007
54382,43970
6590,58977
48329,85375
90407,7295
85414,54578
44894,27558
15247,15773
65877,103931
82324,59373
27339,48928
4768,11165
29355,77516
17517,9198
62939,62307
77837,55020
32187,78543
94672,83061
98697,85028
93332,106386
110985,21350
36894,6947
27944,112841
94421,54914
18073,18072
110072,73541
109743,107226
113460,39436
84998,22936
90676,83674
84356,47311
102934,505
23844,92365
60035,88000
101886,49574
101300,52902
18250,87862
28427,28446
109740,33764
26332,52404
47746,100151
72982,6692
66434,36801
63653,71925
41036,40672
98331,73166
43930,95146
38232,92129
54885,11221
51932,103988
16700,97287
18605,96500
24949,77905
94297,15475
11689,10510
54256,36249
35321,35314
49355,73738
113021,97239
12165,15009
100451,39626
50713,98491
50983,105266
102270,21845
84577,2466
62529,62389
33836,99859
30910,31256
16055,17864
29023,82919
7932,10009
41557,98103
76457,28350
61048,75221
105791,31554
32119,44848
65458,60201
76178,51229
71906,61078
5130,7261
40031,20618
20487,30368
14260,7680
27345,21348
39070,40364
49871,49868
59639,23790
79855,11211
85468,56317
103435,78878
56581,57266
98603,91989
33004,51898
31032,8525
31789,66766
37210,92897
2626,19748
64030,49423
33698,48270
76678,50961
111357,81519
65148,65347
64010,87044
34296,15137
105917,49229
86839,4339
75247,40158
60705,93539
54887,72113
56523,56514
48072,109740
33904,74080
15586,63884
27065,2902
78383,53641
57133,20245
80327,21069
51491,44924
79351,45568
44122,90295
85313,3898
2031,81315
38870,22593
51941,43483
61243,97251
100445,56555
50531,35010
100788,4824
111993,75182
91339,46424
61642,112985
34571,7980
91641,52495
2791,61763
39240,41306
6020,91711
35010,31239
25413,59621
97497,21302
76029,38373
101638,50749
72037,112409
89792,9732
18281,95249
39274,39290
6617,18838
111371,12146
97765,78255
10425,19510
95861,103670
66103,55969
81750,99924
10870,43551
102959,63970
68747,321
32508,28242
48573,36049
72388,94192
49188,58095
88515,113316
44430,101284
19941,57998
52237,104090
45291,66160
12079,22700
104196,19479
41501,108430
8973,74
80862,22270
105525,825
66984,62010
29277,29291
18592,85490
58221,35959
71820,55216
27203,3414
108191,45791
63143,64110
60555,75630
64658,106207
27659,15568
81643,98582
91852,12699
28432,50363
101866,44203
29635,29639
88099,68453
43338,41601
35558,30214
44345,7604
79968,79756
23907,42871
105207,59324
24471,104473
51196,112891
30745,30729
5994,92190
26844,94482
104877,40922
48243,69196
9603,102363
4632,35109
36927,99912
98286,65367
67163,73943
78780,58762
109943,40320
57146,2768
90629,62437
100794,65997
19110,91977
79758,71410
9823,72864
18154,55261
77822,12475
78178,17571
1505,13854
55109,76906
19568,19561
105784,25257
101386,51365
106269,4580
111790,94633
47721,53312
94,76965
80114,8020
16836,81435
54432,54433
83474,67984
72076,47223
45323,81826
106809,3443
18547,18536
37478,88100
86061,89159
81507,3964
35258,54310
3581,20169
17127,89846
11859,11856
105453,34040
85161,37912
46697,81128
39091,75953
63286,63285
62387,63218
68228,105392
79961,2284
59724,58105
83294,9774
101731,4178
37904,89950
7550,23604
75153,69426
24971,9364
108863,11886
33978,76801
104927,27571
52634,2011
28052,63547
29426,53200
25757,91510
45670,98735
74002,21136
39840,39006
53847,10075
87812,90157
81177,5394
36451,36447
15993,93902
112437,68092
89962,45261
70733,70594
39780,56807
100373,70860
10682,32304
25468,59578
98807,60874
110962,85375
13075,88761
42894,81395
683,56276
45488,105678
92749,76601
10239,56010
66028,64621
14616,103343
79756,71919
36524,58661
61496,54075
27389,86595
17589,112877
33124,6434
65343,93578
10445,730
10381,41501
10147,57806
96490,95745
101075,88115
3414,27203
45067,13948
9823,74713
452,105790
3049,57114
35296,65937
82723,112665
72652,29380
57739,92647
8292,85026
100158,103072
18547,87215
103461,97934
93099,47075
54743,48384
49782,68798
14930,88323
15670,89718
43876,43879
49317,102533
56414,19993
13082,26817
37204,59372
43967,93269
102756,11346
105453,288
48777,48846
28826,96048
92685,85864
27709,104806
59616,15105
93437,96993
49667,35959
65877,42325
88194,87947
68520,78079
84363,53097
63049,77098
104590,107465
69829,70389
41780,39997
87950,10054
45496,11893
33221,90207
37160,85407
61323,60933
57483,22056
7498,75547
87054,40767
64295,57381
103480,63937
27347,75798
62522,1041
102652,65782
113118,35563
62904,93138
6256,112768
49996,11705
88931,106713
65232,52063
53968,53967
58710,71383
10774,22505
70943,28974
65002,70711
10506,33636
28877,19121
13106,76685
106845,96199
36140,35873
28853,106788
56587,62369
32686,91838
104553,42185
105520,99519
43191,75909
76041,75697
71770,36896
103147,26405
78749,67563
112550,40927
3921,78421
88480,64601
17297,96592
76962,60718
49321,99421
98908,101735
51909,69402
49432,49321
80974,34303
92291,69940
98418,3062
86605,92224
111773,41387
32046,74466
44564,549
18084,53159
108135,31525
26615,26618
102359,14588
27766,82229
107773,71410
104278,97697
16045,16022
91315,73362
12447,94825
10946,78421
30533,78849
77980,43876
42315,61326
38091,9206
74983,36121
64216,65095
1884,111036
102116,96133
57182,29451
82396,83852
94723,67387
27894,27648
25853,33927
2176,57643
76645,101363
21474,1849
91624,97578
9921,20502
19110,105999
55376,88529
5894,111111
96317,59540
58720,53316
50707,50714
34889,90524
3391,81577
110608,102196
13902,14952
14590,25769
75626,61544
46716,78958
84856,701
84307,39570
99673,81989
16654,51932
61209,103692
79101,112818
100713,540
61450,18014
60727,16114
105386,82342
36082,105724
78689,52373
25559,15312
108591,67858
71360,23520
20502,9921
62722,65630
71825,85319
10095,95770
109173,44430
13586,13576
83919,14511
112841,98468
61935,12295
37337,73997
209,69475
99567,92811
74311,25413
63852,84059
113247,60772
31134,5221
88448,104543
14376,61928
62519,75047
59821,48665
106189,43287
27377,91788
60964,69560
52237,34777
19676,99796
74058,100431
42515,38204
5645,30735
83205,55825
22557,79633
106812,9823
42187,71207
64570,71570
60511,10336
51782,112075
96238,109470
1801,38586
65419,61227
68770,74451
22690,87359
26911,77135
25560,81981
16897,74165
11314,31243
78809,20150
41545,33177
71758,5377
75323,86882
101245,105422
99822,28091
88285,16617
109740,33764
51149,9827
5977,112914
87827,50417
91027,95010
35258,103501
106112,16458
75694,86846
23272,82085
25633,81009
9198,88709
30524,1672
52429,52488
97823,67594
13114,106773
61195,103410
45484,49652
92971,39748
18441,73151
56039,56037
53220,53219
113585,53502
37362,68518
16246,16250
11547,103214
43217,33324
34176,100054
102366,62988
84296,78064
72469,43462
55405,98597
109988,112661
27848,72864
16154,76839
26491,7089
102847,101733
55244,60232
44490,76479
18294,13065
27515,27584
79545,31525
9997,9670
107744,112061
52705,89157
70856,94428
111821,56667
37547,37535
43885,86615
107586,107565
91557,58444
74094,55438
29979,72076
98512,24669
17298,107927
18360,45886
24009,24011
97827,13507
78328,99886
34458,111229
9766,36283
95405,40760
109740,33764
63272,21852
74801,54485
44655,106861
26566,25851
66886,29994
75848,53890
1449,48329
84659,28153
101435,5919
19634,76192
87965,14136
56414,56417
80765,91083
25997,25979
22965,92889
34286,49815
65079,67986
86488,77896
65710,36919
6133,89983
49767,69961
24937,5455
76974,94472
4703,101468
46829,16231
94128,70149
73018,49405
52447,35994
68518,37328
27014,54254
12324,80710
2655,16391
96023,98781
15137,102585
30651,43932
60674,82972
61456,84562
94056,42656
76916,65362
65356,72915
76539,50778
19059,19066
35538,112002
39613,45512
26818,26824
81785,65639
99962,86870
113350,69732
67936,42582
2676,79878
88982,1611
66275,46289
98472,51110
102337,46582
106641,102272
84347,47148
89096,91425
109290,33059
23221,82493
101223,109748
74012,46377
25137,12043
103598,78813
14637,76936
21718,48549
108700,80981
55584,68556
78188,64803
35458,58456
111336,22701
102873,29059
67618,112838
98112,62219
26953,54630
112114,46113
64684,95630
101293,3625
79147,93739
28010,36040
71361,2882
70507,82871
26488,111016
52011,33563
60675,19121
19809,82737
66796,77603
32683,19321
46031,7969
64416,17378
44350,23638
46411,74791
91697,25070
92800,14920
59575,89633
1367,104863
101524,33864
37618,56658
46714,47633
106148,4107
79415,14310
42610,66783
49391,24361
62529,113594
52855,73359
31313,56921
18693,90094
70460,107197
42130,46851
3964,73132
79912,5465
28445,28453
27766,82229
73157,73020
28716,81647
12783,70273
20245,40048
23270,51621
104209,438
91997,685
28498,69756
97150,1451
80773,78572
34813,97031
3863,83279
64087,63494
110062,46098
11489,49115
26707,86023
37994,54895
44823,110080
74564,103350
97606,106812
43781,14154
44789,59212
102687,92076
71827,105706
64027,9624
93420,13741
87015,111586
85399,3075
6748,11218
4847,78044
38022,6788
49534,102758
100518,88288
101567,107781
69072,65851
13546,30760
92345,30494
55858,55857
6557,6556
70974,1933
89967,5052
78217,12909
94424,82641
32708,63694
75919,3138
36928,40209
42856,13111
83060,49769
35562,75750
105053,66442
113580,98225
44338,80884
104177,81726
49682,102410
52599,50118
49793,49792
21304,10696
111193,98820
24384,63958
88811,15920
85718,67962
46559,72045
81343,44663
48288,52222
89108,12948
105090,103479
70496,15600
9459,22545
53763,45924
76412,21521
72521,17379
8933,97530
109818,62577
43786,15390
100057,99440
8457,91028
41618,109437
14548,96728
14155,74550
18894,46130
52599,36734
2602,37160
6590,74808
101780,3158
43968,43966
43006,100526
14060,76504
46661,96271
98851,88933
44720,48660
40420,55596
78476,104395
100068,83114
12663,76451
59188,31310
109914,110970
39548,110215
44042,96855
84493,55761
56147,16872
21798,93190
85200,99413
35233,31351
55822,55728
67269,55341
93147,106604
98770,112378
81223,50779
68086,79403
32510,111242
76377,74713
43137,86051
29558,29566
105776,109327
72919,111406
50689,10448
50071,15106
86944,33909
67007,57827
103071,49668
42397,46673
85583,39656
7791,96300
18780,93521
95066,867
9823,34615
82396,64848
84529,24370
37649,34984
7339,92800
3564,59023
105934,68434
12391,95019
110669,3138
4274,112364
57866,57626
38205,12771
13530,17647
76061,78543
94986,64659
47060,78808
104769,93911
7610,31751
84042,16543
75953,20518
88172,41640
80572,25308
12311,91190
99700,68182
65016,54875
33411,109865
38697,4021
92800,5557
55058,111058
64266,8853
71053,90529
67578,69019
45285,45272
80450,52511
9817,102899
88598,100178
56416,112893
30141,89792
26793,72432
28483,39931
41101,103865
2107,37472
68561,75098
15421,111687
52308,50540
109744,95669
81899,51599
90329,54875
94517,41651
48145,98344
56457,71856
11418,11419
8214,113466
109818,1547
83538,107610
32349,32350
110431,33332
37252,22615
43457,81306
74843,41830
32736,29781
75092,97494
3233,51000
57517,63434
108314,23861
47144,33215
38338,100727
67441,31330
55962,89280
111263,65429
63981,97823
49218,60287
62612,39555
67602,46272
29387,27946
6863,4577
102127,19641
38062,38133
46682,46681
1003,83033
107816,8569
873,26043
56975,110424
44838,89170
56312,24761
69605,73548
109186,8991
66175,51785
37889,62764
75258,101567
56592,57283
66104,42700
28320,60128
27989,95445
71510,9072
31009,31049
72693,4727
103441,50146
70070,89476
